id,name_zh,name_en,source_page,original_image_url,author,license,license_url,public_domain,commercial_use_allowed,attribution_required,modified,local_main_path,local_thumb_path,download_date,notes
P087,丘吉尔,Winston Churchill,https://commons.wikimedia.org/wiki/File:Sir_Winston_Churchill_-_19086236948_(restored).jpg,https://upload.wikimedia.org/wikipedia/commons/0/02/Sir_Winston_Churchill_-_19086236948_%28restored%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yousuf Karsh,Public Domain,,true,true,false,true,./portraits/P087/main.webp,./portraits/P087/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8016 P18; source 6036x7504; crop=(0, 0, 1910, 2387); face_detected=True; main=17234 bytes; thumb=3870 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P088,富兰克林·罗斯福,Franklin Delano Roosevelt,https://commons.wikimedia.org/wiki/File:FDR_1944_Color_Portrait.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/FDR_1944_Color_Portrait.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Leon Perskie,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,false,true,true,true,./portraits/P088/main.webp,./portraits/P088/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8007 P18; source 2754x3969; crop=(0, 367, 1920, 2767); face_detected=True; main=38302 bytes; thumb=6242 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P089,甘地,Mahatma Gandhi,"https://commons.wikimedia.org/wiki/File:Mahatma-Gandhi,_studio,_1931.jpg",https://upload.wikimedia.org/wikipedia/commons/7/7a/Mahatma-Gandhi%2C_studio%2C_1931.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Elliott & Fry,Public Domain,,true,true,false,true,./portraits/P089/main.webp,./portraits/P089/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q1001 P18; source 2620x3270; crop=(3, 0, 1920, 2396); face_detected=True; main=71830 bytes; thumb=6436 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P090,纳尔逊·曼德拉,Nelson Mandela,https://commons.wikimedia.org/wiki/File:Nelson_Mandela_1994.jpg,https://upload.wikimedia.org/wikipedia/commons/0/02/Nelson_Mandela_1994.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Kingkongphoto & www.celebrity-photos.com from Laurel,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,false,true,true,true,./portraits/P090/main.webp,./portraits/P090/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8023 P18; source 1500x1940; crop=(0, 65, 1500, 1940); face_detected=True; main=56416 bytes; thumb=8942 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P091,马丁·路德·金,Martin Luther King Jr.,"https://commons.wikimedia.org/wiki/File:Martin_Luther_King,_Jr._and_Lyndon_Johnson_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/c/ce/Martin_Luther_King%2C_Jr._and_Lyndon_Johnson_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yoichi Okamoto,Public Domain,,true,true,false,true,./portraits/P091/main.webp,./portraits/P091/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8027 P18; source 1141x1521; crop=(0, 0, 1141, 1426); face_detected=True; main=67118 bytes; thumb=6984 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P092,达尔文,Charles Darwin,https://commons.wikimedia.org/wiki/File:Charles_Darwin_portrait.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Charles_Darwin_portrait.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Herbert Rose Barraud,Public Domain,,true,true,false,true,./portraits/P092/main.webp,./portraits/P092/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q1035 P18; source 630x885; crop=(0, 0, 630, 788); face_detected=True; main=69854 bytes; thumb=9098 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P093,玛丽·居里,Marie Curie,https://commons.wikimedia.org/wiki/File:Marie_Curie_(1900)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Marie_Curie_%281900%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Unknown authorUnknown author,Public Domain,,true,true,false,true,./portraits/P093/main.webp,./portraits/P093/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q7186 P18; source 335x491; crop=(0, 0, 335, 419); face_detected=True; main=27190 bytes; thumb=6318 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P094,爱因斯坦,Albert Einstein,https://commons.wikimedia.org/wiki/File:Albert_Einstein_Head_cleaned.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Albert_Einstein_Head_cleaned.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Oren Jack Turner,Public Domain,,true,true,false,true,./portraits/P094/main.webp,./portraits/P094/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q937 P18; source 4530x5607; crop=(19, 0, 1920, 2376); face_detected=True; main=86908 bytes; thumb=12690 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P095,尼古拉·特斯拉,Nikola Tesla,https://commons.wikimedia.org/wiki/File:Tesla_circa_1890.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/79/Tesla_circa_1890.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Napoleon Sarony,Public Domain,,true,true,false,true,./portraits/P095/main.webp,./portraits/P095/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9036 P18; source 940x1260; crop=(0, 0, 940, 1175); face_detected=True; main=92646 bytes; thumb=7206 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P096,托马斯·爱迪生,Thomas Edison,https://commons.wikimedia.org/wiki/File:Thomas_Edison2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Thomas_Edison2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Louis Bachrach, Bachrach Studios, restored by Michel Vuijlsteke",Public Domain,,true,true,false,true,./portraits/P096/main.webp,./portraits/P096/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8743 P18; source 2888x3696; crop=(0, 0, 1920, 2400); face_detected=True; main=25140 bytes; thumb=6386 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P097,迈克尔·法拉第,Michael Faraday,https://commons.wikimedia.org/wiki/File:M_Faraday_Th_Phillips_oil_1842.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/M_Faraday_Th_Phillips_oil_1842.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Thomas Phillips,Public Domain,,true,true,false,true,./portraits/P097/main.webp,./portraits/P097/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8750 P18; source 1110x1437; crop=(0, 24, 1110, 1412); face_detected=True; main=49184 bytes; thumb=4596 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P098,詹姆斯·麦克斯韦,James Clerk Maxwell,https://commons.wikimedia.org/wiki/File:James-Clerk-Maxwell-1831-1879.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/James-Clerk-Maxwell-1831-1879.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Unknown authorUnknown author,Public Domain,,true,true,false,true,./portraits/P098/main.webp,./portraits/P098/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9095 P18; source 819x1024; crop=(0, 0, 819, 1024); face_detected=True; main=31088 bytes; thumb=7060 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P099,艾达·洛芙莱斯,Ada Lovelace,https://commons.wikimedia.org/wiki/File:Ada_Lovelace.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Ada_Lovelace.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Margaret Sarah Carpenter,Public Domain,,true,true,false,true,./portraits/P099/main.webp,./portraits/P099/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q7259 P18; source 3604x5718; crop=(0, 301, 1920, 2701); face_detected=True; main=46096 bytes; thumb=7914 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P100,弗洛伦斯·南丁格尔,Florence Nightingale,https://commons.wikimedia.org/wiki/File:Florence_Nightingale_(H_Hering_NPG_x82368).jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Florence_Nightingale_%28H_Hering_NPG_x82368%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Henry Hering (1814-1893),Public Domain,,true,true,false,true,./portraits/P100/main.webp,./portraits/P100/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q37103 P18; source 1105x1536; crop=(0, 7, 1105, 1388); face_detected=True; main=85536 bytes; thumb=13686 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P101,巴赫,Johann Sebastian Bach,https://commons.wikimedia.org/wiki/File:Johann_Sebastian_Bach.png,https://upload.wikimedia.org/wikipedia/commons/5/5e/Johann_Sebastian_Bach.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Elias Gottlob Haussmann,Public Domain,,true,true,false,true,./portraits/P101/main.webp,./portraits/P101/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q1339 P18; source 1376x1786; crop=(0, 0, 1376, 1720); face_detected=True; main=51392 bytes; thumb=5954 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P102,莫扎特,Wolfgang Amadeus Mozart,https://commons.wikimedia.org/wiki/File:Wolfgang-amadeus-mozart_1.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Wolfgang-amadeus-mozart_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Barbara Krafft,Public Domain,,true,true,false,true,./portraits/P102/main.webp,./portraits/P102/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q254 P18; source 2996x3840; crop=(0, 0, 1920, 2400); face_detected=True; main=34958 bytes; thumb=5136 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P103,贝多芬,Ludwig van Beethoven,https://commons.wikimedia.org/wiki/File:Beethoven.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Beethoven.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Joseph Karl Stieler,Public Domain,,true,true,false,true,./portraits/P103/main.webp,./portraits/P103/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q255 P18; source 1200x1443; crop=(30, 0, 1184, 1443); face_detected=True; main=116664 bytes; thumb=9940 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P104,梵高,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Self-portrait_-_Vincent_van_Gogh.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Self-portrait_-_Vincent_van_Gogh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Vincent van Gogh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,false,true,true,true,./portraits/P104/main.webp,./portraits/P104/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q5582 P18; source 4248x5808; crop=(0, 40, 1920, 2440); face_detected=False; main=183706 bytes; thumb=16804 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P105,毕加索,Pablo Picasso,https://commons.wikimedia.org/wiki/File:Pablo_picasso_1.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Pablo_picasso_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Argentina. Revista Vea y Lea,Public Domain,,true,true,false,true,./portraits/P105/main.webp,./portraits/P105/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q5593 P18; source 1079x1261; crop=(0, 0, 1009, 1261); face_detected=True; main=54082 bytes; thumb=12222 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P106,托尔斯泰,Leo Tolstoy,https://commons.wikimedia.org/wiki/File:L.N.Tolstoy_Prokudin-Gorsky.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/L.N.Tolstoy_Prokudin-Gorsky.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Sergei Prokudin-Gorskii,Public Domain,,true,true,false,true,./portraits/P106/main.webp,./portraits/P106/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q7243 P18; source 2167x3000; crop=(0, 258, 1920, 2658); face_detected=True; main=96038 bytes; thumb=11750 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P107,陀思妥耶夫斯基,Fyodor Dostoyevsky,https://commons.wikimedia.org/wiki/File:Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Vasily Perov,Public Domain,,true,true,false,true,./portraits/P107/main.webp,./portraits/P107/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q991 P18; source 3200x4000; crop=(0, 0, 1920, 2400); face_detected=True; main=38356 bytes; thumb=5222 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P108,维克多·雨果,Victor Hugo,https://commons.wikimedia.org/wiki/File:Victor_Hugo_by_%C3%89tienne_Carjat_1876_-_full.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Victor_Hugo_by_%C3%89tienne_Carjat_1876_-_full.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Étienne Carjat,Public Domain,,true,true,false,true,./portraits/P108/main.webp,./portraits/P108/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q535 P18; source 2140x2632; crop=(6, 0, 1895, 2361); face_detected=True; main=40398 bytes; thumb=7330 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P109,尼采,Friedrich Nietzsche,https://commons.wikimedia.org/wiki/File:Nietzsche187a.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Nietzsche187a.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Friedrich Hermann Hartmann,Public Domain,,true,true,false,true,./portraits/P109/main.webp,./portraits/P109/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9358 P18; source 1464x1986; crop=(0, 0, 1464, 1830); face_detected=True; main=78726 bytes; thumb=7372 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P110,康德,Immanuel Kant,https://commons.wikimedia.org/wiki/File:Immanuel_Kant_-_Gemaelde_2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Immanuel_Kant_-_Gemaelde_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Becker,Public Domain,,true,true,false,true,./portraits/P110/main.webp,./portraits/P110/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9312 P18; source 940x1640; crop=(0, 0, 940, 1175); face_detected=True; main=169078 bytes; thumb=11854 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P111,亚当·斯密,Adam Smith,https://commons.wikimedia.org/wiki/File:AdamSmith.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/AdamSmith.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Etching created by Cadell and Davies (1811), John Horsburgh (1828) or R.C. Bell (1872).",Public Domain,,true,true,false,true,./portraits/P111/main.webp,./portraits/P111/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9381 P18; source 1456x2173; crop=(0, 64, 1456, 1884); face_detected=False; main=129814 bytes; thumb=16828 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P112,凯恩斯,John Maynard Keynes,https://commons.wikimedia.org/wiki/File:Keynes_1933.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Keynes_1933.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Unknown authorUnknown author,Public Domain,,true,true,false,true,./portraits/P112/main.webp,./portraits/P112/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9317 P18; source 289x300; crop=(34, 0, 274, 300); face_detected=True; main=64862 bytes; thumb=16796 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P113,弗洛伊德,Sigmund Freud,"https://commons.wikimedia.org/wiki/File:Sigmund_Freud,_by_Max_Halberstadt_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/3/36/Sigmund_Freud%2C_by_Max_Halberstadt_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Max Halberstadt,Public Domain,,true,true,false,true,./portraits/P113/main.webp,./portraits/P113/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q9215 P18; source 1647x2240; crop=(0, 0, 1647, 2059); face_detected=True; main=42916 bytes; thumb=5872 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P114,荣格,Carl Jung,https://commons.wikimedia.org/wiki/File:CGJung.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/CGJung.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"unknown, upload by Adrian Michael",Public Domain,,true,true,false,true,./portraits/P114/main.webp,./portraits/P114/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q41532 P18; source 2604x3909; crop=(0, 0, 1920, 2400); face_detected=True; main=76216 bytes; thumb=7424 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Public-domain museum-sourced photograph from Ortsmuseum Zollikon."
P115,路易·巴斯德,Louis Pasteur,"https://commons.wikimedia.org/wiki/File:Louis_Pasteur_(1822_-_1895),_microbiologist_and_chemist_Wellcome_V0026980.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e3/Louis_Pasteur_%281822_-_1895%29%2C_microbiologist_and_chemist_Wellcome_V0026980.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Paul Nadar,Public Domain,,true,true,false,true,./portraits/P115/main.webp,./portraits/P115/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q529 P18; source 2230x3143; crop=(0, 21, 1920, 2421); face_detected=True; main=99886 bytes; thumb=5988 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P116,亚历山大·弗莱明,Alexander Fleming,https://commons.wikimedia.org/wiki/File:Synthetic_Production_of_Penicillin_TR1468.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Synthetic_Production_of_Penicillin_TR1468.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Official photographer,Public Domain,,true,true,false,true,./portraits/P116/main.webp,./portraits/P116/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q37064 P18; source 3493x4961; crop=(0, 144, 1920, 2544); face_detected=True; main=41028 bytes; thumb=8910 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P117,艾伦·图灵,Alan Turing,https://commons.wikimedia.org/wiki/File:Alan_Turing_(1951)_(crop).jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Alan_Turing_%281951%29_%28crop%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Elliott & Fry,Public Domain,,true,true,false,true,./portraits/P117/main.webp,./portraits/P117/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q7251 P18; source 712x949; crop=(0, 0, 712, 890); face_detected=True; main=29558 bytes; thumb=7420 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P118,冯·诺依曼,John von Neumann,https://commons.wikimedia.org/wiki/File:JohnvonNeumann-LosAlamos.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/JohnvonNeumann-LosAlamos.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Los Alamos National Laboratory,Attribution,https://www.lanl.gov/lanl-resources/web-policies,false,true,true,true,./portraits/P118/main.webp,./portraits/P118/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q17455 P18; source 982x1274; crop=(0, 0, 982, 1228); face_detected=True; main=46110 bytes; thumb=9476 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Commons identifies Los Alamos National Laboratory as the image source and required credit; commercial and derivative use are expressly permitted with attribution. License policy verified at the official LANL Web Policies page."
P119,格蕾丝·霍珀,Grace Hopper,"https://commons.wikimedia.org/wiki/File:Commodore_Grace_M._Hopper,_USN_(covered).jpg",https://upload.wikimedia.org/wikipedia/commons/a/ad/Commodore_Grace_M._Hopper%2C_USN_%28covered%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,James S. Davis,Public Domain,,true,true,false,true,./portraits/P119/main.webp,./portraits/P119/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q11641 P18; source 2400x3000; crop=(0, 0, 1920, 2400); face_detected=True; main=40992 bytes; thumb=10642 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
P120,沃尔特·迪士尼,Walt Disney,https://commons.wikimedia.org/wiki/File:Walt_Disney_1946.JPG,https://upload.wikimedia.org/wikipedia/commons/d/df/Walt_Disney_1946.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Boy Scouts of America,Public Domain,,true,true,false,true,./portraits/P120/main.webp,./portraits/P120/thumb.webp,2026-09-07,"Identity verified through exact enwiki page and Wikidata Q8704 P18; source 450x675; crop=(0, 0, 450, 562); face_detected=True; main=47868 bytes; thumb=11162 bytes; deterministic crop/resize/WebP/contrast +2%. Review note: Wikidata P18 candidate reviewed against contact sheet."
